expression,thermostability,specific activity,split,num_mutations
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.3,8.61,0.05,train,1
0.72,0.05,0.54,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.32,0.1,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.93,0.05,0.08,train,1
0.05,0.05,0.05,train,1
0.38,0.05,0.06,train,1
0.12,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.19,0.93,1.04,train,1
0.856,3.881,2.007,test,4
0.738,2.154,0.316,train,2
0.393,3.051,0.718,train,2
0.109,1.279,0.119,test,3
0.6,2.219,0.644,test,4
0.735,2.368,1.129,test,5
0.056,1.179,0.158,train,3
0.233,1.144,0.987,train,3
1.088,2.398,0.611,test,4
0.128,,0.007,test,4
1.215,2.593,1.945,test,5
0.596,2.097,0.942,test,4
0.397,3.035,1.043,test,5
1.658,3.942,2.557,train,2
0.68,0.87,0.86,train,1
0.05,0.05,0.05,train,1
1.23,2.28,0.41,train,1
0.89,0.94,0.94,train,1
1.12,0.91,0.91,train,1
1.22,1,0.83,train,1
1,0.98,1.12,train,1
0.95,0.96,0.95,train,1
0.78,0.94,1.15,train,1
0.79,0.88,0.87,train,1
1.19,0.99,0.95,train,1
1.16,0.99,0.92,train,1
1.18,0.94,0.82,train,1
1.03,0.99,1.03,train,1
0.136,1.027,0.081472722,train,1
0.128,1.096,0.179,train,2
0.343,1.116,0.139,test,3
0.128,1.314,0.083,train,2
0.262,1.35,0.178,train,3
0.189,1.215,0.132,train,3
0.074,1.538,0.051,train,3
0.19,1.636,0.159,test,4
0.84,0.99,1.02,train,1
1.18,1,0.9,train,1
0.77,0.63,1.1,train,1
0.69,0.63,1.21,train,1
1.17,0.61,0.89,train,1
1.02,0.6,1,train,1
0.73,0.85,1.1,train,1
1.24,0.76,0.97,train,1
0.99,1.1,1,train,1
0.52,0.6,1.28,train,1
0.82,1.11,1.18,train,1
0.66,0.84,1.25,train,1
0.67,0.63,1.3,train,1
0.05,0.05,0.05,train,1
0.95,0.89,1.07,train,1
0.77,1.11,1.09,train,1
0.77,0.9,0.96,train,1
0.81,0.63,0.91,train,1
0.59,0.65,1.17,train,1
0.55,0.79,1.19,train,1
0.78,0.87,1.09,train,1
1.18,0.05,0.86,train,1
0.89,0.05,0.9,train,1
1.08,0.05,0.97,train,1
1.23,0.05,0.26,train,1
0.05,0.05,0.05,train,1
1.09,0.05,0.9,train,1
1.12,0.08,0.97,train,1
1.1,0.05,0.8,train,1
1.2,0.05,0.75,train,1
1.13,0.05,0.55,train,1
0.21,0.05,3.47,train,1
1.27,0.05,0.78,train,1
1.03,0.05,0.78,train,1
1.14,0.05,0.76,train,1
1.14,0.05,0.76,train,1
1.18,0.05,0.67,train,1
1.14,0.05,0.62,train,1
1.17,0.05,0.99,train,1
0.82,0.21,1,train,1
0.89,0.05,1.15,train,1
1.21,0.05,0.82,train,1
1.1,0.09,1.14,train,1
1.16,0.05,0.88,train,1
1.01,0.05,1.04,train,1
1.09,0.05,0.97,train,1
0.15,0.05,0.45,train,1
1,0.05,1.02,train,1
0.98,0.05,1.09,train,1
0.17,0.05,5.82,train,1
0.96,0.05,1.04,train,1
0.82,0.05,1.13,train,1
1.12,0.05,0.89,train,1
0.71,0.17,1.13,train,1
0.99,0.05,1.11,train,1
1.06,0.05,1.1,train,1
0.97,0.05,0.92,train,1
1.28,0.05,0.85,train,1
1.18,1.37,0.87,train,1
0.319,,0.004,train,3
1.808,4.813,1.706,train,5
0.795,5.149,2.088,train,4
0.357,,0.048,train,6
0.981,3.979,1.724,test,3
0.23,0.05,0.48,train,1
1.18,0.05,0.98,train,1
0.18,0.05,6.33,train,1
0.99,0.05,1.12,train,1
0.05,0.05,0.05,train,1
1.02,0.05,1.08,train,1
1.14,0.37,0.99,train,1
1.26,0.05,0.88,train,1
1.33,0.05,0.95,train,1
0.24,0.05,0.49,train,1
0.83,0.05,0.95,train,1
0.96,0.05,1.04,train,1
0.64,0.69,1.01,train,1
0.37,0.58,1.52,train,1
1.1,0.17,0.7,train,1
0.23,0.05,2.43,train,1
0.18,1.04,1.41,train,1
0.35,0.35,0.78,train,1
0.05,0.05,0.05,train,1
0.12,0.07,1.05,train,1
0.33,0.48,0.87,train,1
0.05,0.05,0.05,train,1
0.58,0.36,0.98,train,1
0.36,0.29,1.07,train,1
0.42,0.05,0.66,train,1
0.21,0.29,0.73,train,1
0.33,1.02,0.97,train,1
0.76,0.7,1.06,train,1
0.43,0.43,1.81,train,1
1.12,0.42,0.82,train,1
0.77,0.51,1.05,train,1
0.05,0.05,0.05,train,1
0.5,0.64,1.03,train,1
0.61,0.72,1.07,train,1
0.05,0.05,0.05,train,1
0.53,0.95,0.98,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.12,0.05,0.97,train,1
0.69,0.85,0.89,train,1
0.37,0.95,1.15,train,1
1.13,0.81,0.89,train,1
0.58,0.65,1.22,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.44,0.29,1.03,train,1
1.04,0.88,1,train,1
0.94,0.89,0.98,train,1
1.01,0.82,0.94,train,1
1.07,2.69,0.31,train,1
1.04,0.94,1.01,train,1
0.99,0.98,1.04,train,1
1.01,1,1.06,train,1
0.95,0.96,0.94,train,1
0.99,0.99,0.95,train,1
0.89,0.94,1.12,train,1
0.87,0.92,1.1,train,1
0.05,0.05,0.05,train,1
1.05,0.95,0.93,train,1
0.05,0.05,0.05,train,1
1.05,0.97,0.92,train,1
1.57,0.96,0.99,train,1
1.03,0.99,1,train,1
0.86,0.98,1.16,train,1
0.97,0.99,1,train,1
1,0.75,0.98,train,1
0.963,1.477,0.989,train,3
0.71,0.78,1.21,train,1
0.8,0.88,0.93,train,1
0.95,1.39,0.64,train,1
1.16,0.89,1.02,train,1
0.981,1.45,0.96,train,3
0.912,1.301,1.008,train,5
0.929,1.64,0.978,train,4
2.138,3.243,2.154,test,4
0.946,1.563,0.948,train,4
0.943,1.568,1.14,test,4
0.91,1.716,0.987,train,5
0.968,1.181,1.018,train,2
0.996,1.358,0.965,test,3
1.893,2.73,1.832,test,4
0.956,1.358,0.969,train,3
2.143,2.358,2.094,test,2
1.771,2.841,1.612,train,3
1.02,1.429,1.028,train,4
0.74,0.7,0.97,train,1
0.87,0.92,0.95,train,1
0.91,0.99,1.25,train,1
0.99,0.91,1.01,train,1
0.853,2.292,1.044610674,train,1
0.595,2.27,1.047,train,2
0.05,0.05,0.05,train,1
0.13,0.05,1.31,train,1
0.91,0.86,1.07,train,1
0.85,0.91,1.1,train,1
0.96,0.78,0.98,train,1
1.05,0.84,1,train,1
1.05,0.99,1.03,train,1
0.96,0.87,0.97,train,1
1.2,0.91,1.03,train,1
0.8,0.93,1.12,train,1
0.49,0.91,1.21,train,1
0.97,0.94,1.03,train,1
0.35,0.86,1.25,train,1
0.73,0.87,0.99,train,1
0.65,0.92,1.24,train,1
0.3,0.76,1.3,train,1
0.71,0.91,1.12,train,1
0.45,0.82,1.21,train,1
0.63,0.92,1.12,train,1
0.3,0.34,0.9,train,1
0.82,0.91,0.99,train,1
0.83,0.87,1,train,1
0.91,0.96,1,train,1
0.58,0.9,1.01,train,1
0.34,0.81,1.25,train,1
0.33,0.91,1.11,train,1
0.46,0.95,0.9,train,1
0.05,0.05,0.05,train,1
1.09,0.86,0.85,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.06,0.73,1.38,train,1
0.69,1.04,1.07,train,1
0.89,1.04,0.98,train,1
0.84,0.46,0.72,train,1
1.1,0.67,0.96,train,1
0.05,0.05,0.05,train,1
0.11,0.92,7.04,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.23,0.71,0.6,train,1
0.67,0.71,2.06,train,1
1.16,0.27,0.99,train,1
1.06,1.38,0.3,train,1
0.55,0.45,0.92,train,1
1.1,0.31,0.82,train,1
1.16,0.69,0.81,train,1
0.69,1.01,1.1,train,1
1.24,0.99,0.82,train,1
0.96,0.93,0.9,train,1
0.91,0.69,0.87,train,1
0.83,0.05,1.49,train,1
1.19,0.66,0.75,train,1
1.2,1.04,0.73,train,1
1.05,0.77,0.82,train,1
1.23,0.82,0.76,train,1
0.9,0.84,0.86,train,1
0.86,0.3,0.8,train,1
0.92,0.53,0.81,train,1
1.33,0.95,0.83,train,1
0.68,0.9,1.12,train,1
1.14,0.95,1,train,1
1.05,0.96,0.96,train,1
1.11,0.96,1.01,train,1
1.21,1.02,0.97,train,1
0.65,0.94,1.17,train,1
1.21,1.02,0.95,train,1
1.05,0.83,1.07,train,1
0.05,0.05,0.05,train,1
0.23,0.09,1.15,train,1
1.12,0.99,0.92,train,1
1.23,1.01,0.95,train,1
1.16,0.97,0.96,train,1
1.2,0.99,0.92,train,1
1.1,0.98,0.98,train,1
0.88,0.97,0.83,train,1
1.13,1.02,1,train,1
1.04,0.91,0.87,train,1
0.93,0.92,1.05,train,1
1.19,0.96,0.92,train,1
1.1,0.9,0.97,train,1
0.05,0.95,19.26,train,1
0.81,0.82,0.98,train,1
1.36,0.99,0.93,train,1
1.05,0.95,0.89,train,1
1.1,0.92,0.96,train,1
0.86,0.92,1.07,train,1
1.12,0.85,0.91,train,1
0.05,0.05,0.05,train,1
1.11,0.92,1.06,train,1
1.09,0.94,0.97,train,1
1.12,0.92,1.07,train,1
1.04,0.93,1.07,train,1
1.09,0.97,0.89,train,1
1.02,0.93,0.95,train,1
0.99,0.93,1.1,train,1
1.14,0.85,0.95,train,1
0.98,0.88,1.05,train,1
1.14,0.8,0.94,train,1
1.14,1.34,0.62,train,1
1.12,0.88,0.95,train,1
1.17,0.98,0.94,train,1
0.05,0.05,0.05,train,1
1.45,0.98,0.99,train,1
1.2,0.94,0.96,train,1
0.9,0.95,1.31,train,1
0.05,0.05,0.05,train,1
0.77,0.7,1.1,train,1
1.09,0.93,1,train,1
1.21,0.98,0.97,train,1
0.05,0.05,0.05,train,1
1.46,0.95,0.95,train,1
1.09,0.98,0.96,train,1
1.07,0.96,0.9,train,1
1.18,1,1.06,train,1
1.02,0.97,1.09,train,1
0.92,1,0.12,train,1
0.91,0.92,1.11,train,1
0.94,0.92,0.92,train,1
0.7,0.83,0.82,train,1
1.02,0.99,1.41,train,1
1.56,1.11,1.21,train,1
0.78,0.96,0.83,train,1
1.1,1.23,0.59,train,1
0.98,0.99,0.25,train,1
1.23,0.94,1,train,1
0.68,0.89,0.36,train,1
1,0.99,1,train,1
0.95,1.17,0.6,train,1
1,1,1.08,train,1
0.89,1.02,0.94,train,1
0.9,1.02,0.8,train,1
0.87,0.93,0.69,train,1
0.78,0.88,0.59,train,1
0.96,0.91,0.92,train,1
0.87,0.91,0.89,train,1
0.96,0.45,0.72,train,1
0.93,0.91,0.9,train,1
0.86,0.9,0.88,train,1
0.92,0.96,1.01,train,1
0.05,0.05,0.05,train,1
0.87,0.91,0.87,train,1
0.96,0.95,0.84,train,1
0.92,0.93,0.87,train,1
0.95,0.94,0.87,train,1
0.82,0.84,0.87,train,1
1.33,0.98,1.05,train,1
1,0.96,0.91,train,1
0.94,0.94,0.89,train,1
0.9,0.95,0.89,train,1
0.92,0.95,0.86,train,1
0.94,0.9,0.8,train,1
0.92,0.95,0.91,train,1
0.85,0.88,0.95,train,1
0.98,0.93,1.08,train,1
0.86,0.88,1.02,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.93,0.95,1.09,train,1
1.02,0.97,1.01,train,1
0.05,0.05,0.05,train,1
1.04,0.97,1.04,train,1
1.03,0.92,1.01,train,1
0.57,0.95,1.1,train,1
0.99,0.93,1,train,1
0.05,0.05,0.05,train,1
0.96,0.9,1,train,1
0.51,0.94,1.01,train,1
1.01,0.94,1.04,train,1
1.22,1,1.02,train,1
0.87,0.95,1.1,train,1
0.83,0.94,1,train,1
0.79,0.95,1.06,train,1
0.82,0.93,1.12,train,1
0.85,0.99,1.1,train,1
0.85,0.91,1.13,train,1
0.9,0.99,1.29,train,1
0.93,0.95,1.1,train,1
0.87,0.97,1.13,train,1
0.88,0.91,1.23,train,1
0.2,0.91,1.28,train,1
0.91,0.91,1.26,train,1
1.15,0.99,1.06,train,1
0.91,0.93,1.16,train,1
0.05,0.05,0.05,train,1
0.93,1.02,1.05,train,1
0.87,0.96,1.12,train,1
0.88,0.98,1.3,train,1
0.22,0.17,0.78,train,1
0.47,0.21,0.91,train,1
0.11,0.42,0.63,train,1
0.14,0.05,2.67,train,1
0.12,0.05,0.65,train,1
0.05,0.05,0.05,train,1
0.13,0.05,0.69,train,1
0.12,0.05,0.7,train,1
0.31,0.38,0.98,train,1
0.05,0.05,0.05,train,1
0.42,0.49,0.93,train,1
0.44,0.5,0.85,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.92,0.9,1.11,train,1
0.91,0.94,1.11,train,1
0.94,0.92,1.08,train,1
0.73,0.87,1.06,train,1
0.79,0.91,1.11,train,1
1,0.97,1,train,1
1,0.97,1.03,train,1
0.79,0.94,1.14,train,1
0.94,0.88,1.06,train,1
0.98,0.98,1.07,train,1
0.73,0.87,0.9,train,1
0.88,0.92,1,train,1
1.03,0.94,0.94,train,1
0.87,0.93,1.05,train,1
0.73,0.94,1.2,train,1
0.78,0.92,1.17,train,1
1.01,0.91,1.02,train,1
1.05,0.9,0.93,train,1
1.23,0.96,1,train,1
1.05,1.39,0.58,train,1
1.06,0.96,0.89,train,1
0.78,0.93,1,train,1
1.08,0.97,0.95,train,1
1.04,0.97,0.75,train,1
1.09,0.92,0.89,train,1
1.1,0.05,0.67,train,1
1.09,0.91,1.07,train,1
0.19,0.65,0.94,train,1
1.01,0.99,0.98,train,1
1.08,0.98,0.89,train,1
1.05,0.97,0.94,train,1
1.38,1.02,0.93,train,1
1,0.99,1.02,train,1
1,0.98,0.89,train,1
1.1,0.96,0.95,train,1
1.11,0.93,0.95,train,1
1.07,0.93,0.96,train,1
1.1,0.93,1.08,train,1
1.12,0.96,0.96,train,1
1.12,1,0.93,train,1
0.67,0.84,1.24,train,1
1.12,1,0.9,train,1
1.08,0.99,0.89,train,1
1.13,0.98,0.88,train,1
1.11,1,0.97,train,1
1.08,0.95,0.96,train,1
1.18,0.93,0.91,train,1
1.11,0.97,0.93,train,1
1.15,0.95,0.93,train,1
1.11,0.98,0.92,train,1
1.13,0.99,0.94,train,1
1.1,1.01,0.99,train,1
1.06,0.99,0.93,train,1
1.17,1.03,0.99,train,1
0.84,0.89,1.01,train,1
0.88,0.92,0.97,train,1
0.4,0.88,0.94,train,1
0.15,0.85,1.19,train,1
0.05,0.05,0.05,train,1
0.64,0.94,0.98,train,1
0.98,0.85,0.97,train,1
0.05,0.05,0.05,train,1
0.64,0.82,1.11,train,1
0.9,0.93,0.97,train,1
0.76,0.92,0.99,train,1
0.92,0.94,0.98,train,1
0.79,0.88,1.04,train,1
0.77,0.8,1.02,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.14,0.05,0.26,train,1
1.07,0.92,0.94,train,1
0.5,0.91,1.07,train,1
0.05,0.05,0.05,train,1
1.28,1.01,0.85,train,1
0.32,0.95,1.07,train,1
0.92,0.88,0.91,train,1
0.16,0.92,1,train,1
0.05,0.05,0.05,train,1
0.71,0.9,1.06,train,1
0.87,0.96,1.01,train,1
0.05,0.05,0.05,train,1
0.71,0.94,1.07,train,1
0.05,0.05,0.05,train,1
0.95,0.98,0.99,train,1
0.56,0.95,0.97,train,1
0.53,0.96,1.03,train,1
0.58,0.95,0.78,train,1
1.01,1.02,0.95,train,1
0.96,0.96,1.12,train,1
0.05,0.05,0.05,train,1
1.04,0.94,0.93,train,1
0.94,0.94,1.04,train,1
0.91,0.95,1.16,train,1
0.86,0.96,0.9,train,1
1.08,0.99,0.94,train,1
0.93,0.96,1.02,train,1
0.96,0.96,1.09,train,1
0.92,0.76,1.12,train,1
0.95,0.98,1.1,train,1
0.43,0.91,0.74,train,1
0.92,0.94,1.04,train,1
0.96,0.94,1.07,train,1
1,0.99,1.06,train,1
0.97,0.95,0.95,train,1
0.8,0.99,1.13,train,1
0.9,0.96,0.98,train,1
0.97,0.85,1.01,train,1
0.51,0.99,0.78,train,1
0.05,0.05,0.05,train,1
0.91,0.96,0.97,train,1
0.51,0.94,0.86,train,1
0.05,0.05,0.05,train,1
0.24,0.92,0.87,train,1
0.05,0.05,0.05,train,1
0.16,0.93,0.51,train,1
0.05,0.05,0.05,train,1
0.21,0.9,0.67,train,1
0.41,0.98,0.88,train,1
0.83,0.98,1,train,1
0.36,0.97,0.57,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.97,0.97,1.14,train,1
0.93,1.41,0.49,train,1
1.08,0.95,0.92,train,1
0.93,0.98,1.27,train,1
0.89,0.98,1.17,train,1
0.94,0.97,1.1,train,1
1.04,0.96,1.02,train,1
1,0.95,1.07,train,1
0.91,0.98,1.29,train,1
0.92,0.94,1.16,train,1
0.95,1.01,1.12,train,1
1.11,0.98,0.86,train,1
0.93,0.95,1.08,train,1
1.07,0.96,0.88,train,1
0.13,0.9,1.02,train,1
0.9,0.96,1.16,train,1
1.18,0.99,0.95,train,1
1.01,0.97,0.98,train,1
0.93,0.95,1.14,train,1
0.99,0.93,0.94,train,1
1.02,0.96,0.93,train,1
0.94,0.95,0.99,train,1
0.98,0.97,0.94,train,1
0.92,0.98,1,train,1
0.96,0.97,0.89,train,1
1.03,0.98,0.95,train,1
0.92,0.98,1,train,1
1.04,0.94,1,train,1
0.98,0.97,0.96,train,1
0.91,0.97,0.97,train,1
1.05,0.99,0.94,train,1
1,0.97,0.94,train,1
0.98,1,0.92,train,1
0.95,0.99,0.9,train,1
0.97,1,0.86,train,1
0.1,0.67,0.45,train,1
1.124,0.898,0.807,train,1
0.839,0.877,0.935,train,1
1.125,0.949,0.969,train,1
1.153,0.974,0.987,train,1
0.948,0.926,1.043,train,1
1.218,0.956,0.938,train,1
0.949,1.004,0.839,train,1
0.597,0.612,1.93,train,1
0.928,0.891,0.973,train,1
0.804,0.852,1.03,train,1
1.089,0.883,0.861,train,1
1.063,0.894,0.95,train,1
0.898,0.884,0.983,train,1
0.995,0.95,0.97,train,1
1.016,0.986,1.043,train,1
0.843,0.904,1.013,train,1
0.62,0.13,1.25,train,1
0.16,0.24,0.61,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.11,0.05,1.84,train,1
0.27,0.05,0.51,train,1
0.05,0.05,0.05,train,1
0.24,0.05,1.11,train,1
0.19,0.05,0.51,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.85,0.8,0.54,train,1
0.35,0.26,0.46,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.62,0.09,0.69,train,1
0.14,0.05,0.27,train,1
0.11,0.05,0.17,train,1
0.05,0.05,0.05,train,1
0.45,0.05,0.26,train,1
0.36,0.05,0.33,train,1
0.05,0.05,0.05,train,1
0.73,0.78,0.51,train,1
0.78,0.3,0.4,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.04,0.85,0.9,train,1
0.19,0.72,3.6,train,1
1.23,0.68,0.7,train,1
1.09,0.74,0.84,train,1
0.05,0.05,0.05,train,1
0.98,0.86,0.87,train,1
1.07,0.93,0.86,train,1
0.05,0.05,0.05,train,1
1.08,0.96,0.85,train,1
0.05,0.05,0.05,train,1
1.09,0.83,0.88,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.09,0.05,0.98,train,1
0.84,0.05,1.05,train,1
1.06,0.05,0.9,train,1
0.93,0.05,1.45,train,1
0.63,0.05,1.48,train,1
1.2,0.05,0.82,train,1
1.03,0.12,1.17,train,1
1.08,0.15,1.1,train,1
1.12,0.29,1.15,train,1
0.25,0.06,5.49,train,1
1.15,0.05,0.81,train,1
1.03,0.05,1.31,train,1
1.07,0.17,1.1,train,1
1.1,0.05,0.84,train,1
1.11,0.07,0.92,train,1
1.13,0.1,0.51,train,1
1.09,0.05,0.69,train,1
0.72,0.05,1,train,1
0.66,0.05,0.87,train,1
0.82,0.05,0.94,train,1
0.79,0.05,0.91,train,1
0.54,0.05,0.94,train,1
0.69,0.05,0.89,train,1
0.42,0.05,1.08,train,1
0.61,0.05,0.91,train,1
0.39,0.05,1.3,train,1
0.64,0.05,0.83,train,1
0.72,0.05,1,train,1
0.69,0.05,0.92,train,1
0.56,0.05,1.1,train,1
0.75,0.07,0.98,train,1
0.7,0.05,0.96,train,1
0.46,0.05,1.3,train,1
0.6,0.05,0.86,train,1
1.21,0.24,0.96,train,1
1.06,0.24,0.94,train,1
1.37,0.49,0.58,train,1
1.35,0.3,0.83,train,1
0.9,0.1,1.03,train,1
1.11,0.19,0.83,train,1
1.25,0.05,0.84,train,1
0.99,0.45,0.99,train,1
0.85,0.16,1.25,train,1
0.05,0.05,0.05,train,1
1.23,0.24,0.89,train,1
1.3,0.18,0.83,train,1
1.35,0.05,0.79,train,1
1.13,0.17,0.91,train,1
1.11,0.26,0.87,train,1
0.69,0.58,0.98,train,1
0.82,0.09,0.75,train,1
1.08,0.11,0.73,train,1
0.8,0.64,1.11,train,1
0.16,0.62,0.95,train,1
0.05,0.05,0.05,train,1
0.32,0.33,0.94,train,1
0.65,0.68,0.92,train,1
0.51,0.41,1.06,train,1
0.7,0.48,0.87,train,1
0.63,0.64,1.03,train,1
0.05,0.05,0.05,train,1
0.78,0.71,0.98,train,1
0.79,0.73,0.97,train,1
0.55,0.65,1.09,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.24,0.76,0.84,train,1
0.39,0.77,0.85,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.12,0.73,0.5,train,1
0.13,0.82,0.65,train,1
0.22,0.86,1.16,train,1
0.05,0.05,0.05,train,1
0.94,0.91,1.01,train,1
0.9,0.87,0.82,train,1
0.24,0.55,0.65,train,1
0.67,0.87,0.95,train,1
0.27,0.79,1.88,train,1
0.84,0.92,0.84,train,1
0.17,0.88,3.82,train,1
0.88,0.92,0.85,train,1
0.1,0.87,8.3,train,1
0.52,0.83,1.3,train,1
0.52,0.93,1.24,train,1
1.11,0.93,0.9,train,1
0.78,0.86,0.81,train,1
1.09,0.9,0.75,train,1
0.99,0.99,1.02,train,1
1.05,1,0.94,train,1
0.87,0.93,0.92,train,1
0.5,0.87,0.94,train,1
0.3,0.83,1.83,train,1
1.13,0.91,1,train,1
0.83,0.87,1.02,train,1
1.19,0.84,0.96,train,1
1.08,2.28,0.4,train,1
0.69,0.91,1.08,train,1
1.15,0.97,0.97,train,1
1.1,1.03,1.07,train,1
0.98,0.98,1.01,train,1
1.23,1.01,0.96,train,1
0.93,0.96,1.01,train,1
0.94,0.94,1,train,1
1.15,0.94,0.94,train,1
1.1,0.99,0.98,train,1
1.18,0.97,0.98,train,1
1.17,0.95,0.88,train,1
1.15,1.04,0.91,train,1
1.06,0.96,1,train,1
0.47,0.98,1.21,train,1
0.86,1.04,1.04,train,1
0.91,0.89,1.02,train,1
0.93,0.88,0.99,train,1
0.12,0.81,0.89,train,1
0.18,0.87,0.88,train,1
0.82,0.92,0.89,train,1
0.32,0.81,0.89,train,1
0.55,0.83,1.14,train,1
0.96,0.93,1.04,train,1
0.05,0.05,0.05,train,1
0.59,0.25,1.43,train,1
0.6,0.63,0.98,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.38,0.86,0.95,train,1
0.55,0.9,1.02,train,1
1.05,0.94,1,train,1
0.45,0.82,0.93,train,1
0.84,0.88,0.98,train,1
1.01,0.94,0.99,train,1
1.35,1.01,1.01,train,1
1.5,1.05,0.94,train,1
1.36,1.01,0.91,train,1
0.59,0.05,0.05,train,1
0.95,0.97,0.89,train,1
0.88,0.95,0.95,train,1
0.99,0.97,0.91,train,1
0.99,0.88,0.94,train,1
0.85,0.66,1.17,train,1
0.91,0.96,1.09,train,1
0.93,0.9,1.12,train,1
0.97,0.93,1.03,train,1
1,0.96,0.89,train,1
0.91,0.95,0.98,train,1
0.92,0.96,0.95,train,1
0.9,0.98,0.97,train,1
0.8,0.99,1,train,1
0.86,0.82,0.94,train,1
1.01,0.93,0.94,train,1
1,0.93,0.97,train,1
1.02,0.97,1.11,train,1
0.47,0.05,0.89,train,1
1.19,1.02,0.93,train,1
0.96,0.93,0.95,train,1
0.05,0.05,0.05,train,1
1.01,0.94,0.92,train,1
1.07,0.97,0.97,train,1
1.11,0.92,0.95,train,1
1.31,0.99,1.01,train,1
1.06,0.94,0.98,train,1
1.02,0.94,0.97,train,1
1.07,0.96,0.99,train,1
1.18,1.01,0.91,train,1
1.22,1,0.95,train,1
1.01,0.95,0.94,train,1
1.1,0.96,1.04,train,1
0.87,0.95,1.09,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.45,0.99,0.61,train,1
0.05,0.05,0.05,train,1
0.18,0.98,0.44,train,1
0.16,0.26,0.34,train,1
0.05,0.05,0.05,train,1
0.17,0.47,0.49,train,1
0.3,1.07,0.75,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.16,0.58,0.35,train,1
0.36,1.2,0.49,train,1
0.17,0.77,0.71,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.41,0.66,0.8,train,1
0.63,0.77,1.43,train,1
0.88,0.69,0.95,train,1
1.02,0.88,0.87,train,1
0.65,0.14,0.79,train,1
1.08,0.66,0.81,train,1
0.75,0.99,1.28,train,1
0.55,0.1,0.76,train,1
0.97,1.07,1.1,train,1
0.87,0.36,1.05,train,1
0.89,0.86,1.04,train,1
0.98,0.98,1.18,train,1
0.77,0.66,0.74,train,1
1.11,1.05,1.11,train,1
0.9,0.86,0.94,train,1
0.91,0.91,0.93,train,1
0.8,0.72,0.89,train,1
0.66,0.66,0.67,train,1
0.65,0.53,0.75,train,1
0.73,0.57,1.49,train,1
0.44,0.9,1.29,train,1
1.3,0.91,0.86,train,1
0.84,0.89,1.07,train,1
1.02,0.93,0.93,train,1
1.25,1,0.83,train,1
1.34,1.02,0.81,train,1
0.78,0.83,0.89,train,1
0.95,0.94,0.86,train,1
1.05,0.92,1.01,train,1
1.24,0.96,0.83,train,1
0.92,0.82,0.95,train,1
0.05,0.05,0.05,train,1
1.1,0.96,0.88,train,1
0.68,0.86,1.25,train,1
0.62,0.83,0.99,train,1
1.14,0.95,0.82,train,1
1.08,0.96,0.85,train,1
1.07,0.67,0.46,train,1
0.65,0.58,0.2,train,1
0.05,0.05,0.05,train,1
1.31,1.19,0.13,train,1
0.62,0.05,0.05,train,1
0.71,0.31,0.36,train,1
1.14,1,0.13,train,1
